"Date","Price","Open","High","Low","Vol.","Change %"
"24-11-2017","427.68","427.18","431.46","426.01","12.91M","0.43%"
"23-11-2017","425.83","418.64","427.14","416.68","14.80M","1.74%"
"22-11-2017","418.53","421.54","422.08","415.25","10.21M","-0.19%"
"21-11-2017","419.34","416.75","422.53","416.17","12.07M","1.27%"
"20-11-2017","414.08","407.49","415.65","406.95","8.52M","0.98%"
"17-11-2017","410.05","413.22","415.90","408.52","11.28M","0.89%"
"16-11-2017","406.43","398.18","407.40","398.18","13.99M","2.28%"
"15-11-2017","397.37","397.73","400.47","394.79","14.10M","-0.34%"
"14-11-2017","398.72","393.46","402.45","392.56","11.52M","1.31%"
"13-11-2017","393.57","397.96","401.06","392.78","8.39M","-0.97%"
"10-11-2017","397.44","405.13","405.13","395.35","12.85M","-1.85%"
"09-11-2017","404.93","402.34","409.15","401.13","13.85M","1.43%"
"08-11-2017","399.21","405.82","407.40","397.55","16.39M","-2.08%"
"07-11-2017","407.71","419.70","420.44","406.07","18.87M","-2.77%"
"06-11-2017","419.31","423.81","423.81","417.74","9.01M","-1.36%"
"03-11-2017","425.07","429.86","429.86","422.75","4.43M","-0.14%"
"02-11-2017","425.65","428.44","430.11","424.60","9.49M","-0.63%"
"01-11-2017","428.33","426.17","430.69","425.27","16.22M","1.24%"
"31-10-2017","423.07","424.91","425.27","419.18","8.77M","-0.17%"
"30-10-2017","423.81","419.99","425.18","418.46","7.22M","1.36%"
"27-10-2017","418.12","427.18","430.20","416.26","10.61M","-1.85%"
"26-10-2017","426.01","422.69","430.69","418.64","15.54M","0.80%"
"25-10-2017","422.64","422.73","425.34","417.97","9.24M","0.60%"
"24-10-2017","420.10","426.15","426.15","417.38","12.79M","-0.58%"
"23-10-2017","422.57","410.50","424.80","408.79","25.34M","3.28%"
"19-10-2017","409.15","411.81","414.55","406.05","7.40M","-0.50%"
"18-10-2017","411.22","394.54","412.75","393.46","33.85M","4.59%"
"17-10-2017","393.17","394.81","397.51","389.95","12.83M","-0.28%"
"16-10-2017","394.27","395.26","401.10","387.30","29.54M","0.04%"
"13-10-2017","394.11","395.39","400.52","392.72","19.85M","0.42%"
"12-10-2017","392.45","378.66","394.27","378.66","17.21M","3.88%"
"11-10-2017","377.79","380.10","385.99","375.92","14.23M","-0.36%"
"10-10-2017","379.16","373.67","381.00","373.67","13.60M","1.51%"
"09-10-2017","373.52","377.27","377.63","372.32","8.17M","-0.76%"
"06-10-2017","376.39","370.53","377.43","369.90","12.00M","1.57%"
"05-10-2017","370.59","370.98","372.53","368.12","9.81M","0.65%"
"04-10-2017","368.21","359.37","370.95","357.76","17.45M","2.57%"
"03-10-2017","358.99","357.49","361.46","353.15","16.93M","2.23%"
"29-09-2017","351.15","356.02","356.77","350.34","15.38M","-0.70%"
"28-09-2017","353.64","359.58","361.04","350.83","27.27M","-1.59%"
"27-09-2017","359.35","371.25","371.29","357.71","17.03M","-2.55%"
"26-09-2017","368.77","369.49","371.90","365.22","9.75M","-0.18%"
"25-09-2017","369.42","366.48","372.30","362.07","13.13M","0.51%"
"22-09-2017","367.56","377.68","377.68","365.67","11.35M","-2.85%"
"21-09-2017","378.33","380.87","382.98","376.03","11.95M","-0.69%"
"20-09-2017","380.94","384.96","392.33","380.01","23.02M","1.02%"
"19-09-2017","377.09","381.63","381.65","376.37","7.12M","-0.82%"
"18-09-2017","380.22","382.22","382.69","379.11","4.67M","0.45%"
"15-09-2017","378.53","378.62","383.50","375.36","26.39M","-0.24%"
"14-09-2017","379.45","384.83","387.39","378.62","10.95M","-0.61%"
"13-09-2017","381.77","370.53","386.67","369.63","27.12M","3.07%"
"12-09-2017","370.41","369.96","370.98","367.38","6.00M","0.72%"
"11-09-2017","367.78","369.31","371.81","367.18","11.71M","0.12%"
"08-09-2017","367.33","368.73","370.19","365.17","12.23M","-0.15%"
"07-09-2017","367.87","370.08","374.35","366.48","14.96M","-0.56%"
"06-09-2017","369.94","365.67","371.54","364.86","44.99M","0.78%"
"05-09-2017","367.06","366.48","367.57","364.47","23.28M","1.19%"
"04-09-2017","362.74","363.22","367.86","358.80","19.90M","0.20%"
"01-09-2017","362.00","359.70","363.47","359.51","14.24M","0.98%"
"31-08-2017","358.50","354.11","359.16","353.89","23.17M","1.95%"
"30-08-2017","351.66","347.94","352.72","346.52","9.54M","2.08%"
"29-08-2017","344.48","351.16","352.43","344.00","14.00M","-2.19%"
"28-08-2017","352.21","355.02","355.68","351.01","11.37M","-0.10%"
"24-08-2017","352.55","357.49","358.18","351.75","11.68M","-0.89%"
"23-08-2017","355.70","351.83","356.71","349.20","7.68M","1.41%"
"22-08-2017","350.75","353.44","355.21","349.85","8.80M","-0.28%"
"21-08-2017","351.73","354.56","356.17","350.80","6.99M","-0.70%"
"18-08-2017","354.20","351.64","354.74","349.20","7.32M","0.53%"
"17-08-2017","352.34","352.76","359.21","351.00","14.61M","0.07%"
"16-08-2017","352.11","353.44","354.34","348.54","12.53M","-0.44%"
"14-08-2017","353.67","350.97","356.25","350.97","12.41M","1.73%"
"11-08-2017","347.65","348.71","355.24","344.67","15.69M","-2.41%"
"10-08-2017","356.22","358.17","361.23","354.78","9.40M","-0.90%"
"09-08-2017","359.46","360.07","364.23","356.36","9.63M","-0.24%"
"08-08-2017","360.31","363.78","364.47","356.77","10.12M","-0.85%"
"07-08-2017","363.41","366.84","366.84","362.56","8.80M","-0.36%"
"04-08-2017","364.71","373.90","373.90","363.13","17.15M","-1.70%"
